PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,Balls,Strikes,PitchCall,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,AutoPitchType,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2025-10-01,14:33:05,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,46.21663,-0.393812,-4.499838,1121.96709,224.256438,01:30:00,6.27656,1.07604,29.04304,-36.14057,4.31252,3.38953,3.05768,-1.00618,44.53874,-11.91639,-3.424937,0.45777,-6.58059,7.89579,-2.62088,50,5.39704,6.15555,-69.68019,7.0938,-3.22308,8.10734,-28.30681,72043ebf-74fd-42ec-a26b-87596f35f73a,NA,NA,NA,NA,NA,10106329,"Schwarz, Colton",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa2ae790-9ef4-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,82.33927,NA,NA,1.67788,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:33:05,2025-10-01T18:33:05Z,2025-10-01T18:33:05Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,31.46036,-67.48862,4.05367,6.2804,-0.55806,-14.15341,-1.07467,5.28429,-1.61154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-10-01,14:33:16,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,48.54197,1.063439,-2.785608,1367.760281,218.525711,01:15:00,6.24663,0.68119,29.08864,-30.86348,5.53237,3.82528,4.23224,-0.45981,46.39728,-8.891002,-1.569368,0.434208,-6.74158,9.27016,-1.68221,50,5.02634,4.36219,-73.26229,8.24413,-3.65796,8.78972,-27.1441,76784710-236b-47cb-8453-9a1736bfac60,NA,NA,NA,NA,NA,10106329,"Schwarz, Colton",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00b36ba0-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,86.80741,NA,NA,2.1447,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:33:16,2025-10-01T18:33:16Z,2025-10-01T18:33:16Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,31.41424,-70.99743,4.39486,6.24951,1.24989,-13.57205,-0.67964,3.41965,-1.82898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-10-01,14:33:20,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,49.85471,-0.005938,-1.832127,1352.868588,224.760449,01:30:00,6.26541,0.82808,28.7361,-30.83206,4.18355,3.53504,3.69292,0.15172,48.12117,-9.782163,-0.718663,0.425895,-5.87492,7.24103,-1.49788,50,5.43848,3.14053,-75.01481,6.81796,-3.38364,8.15967,-28.0036,978f58fd-b1b2-4929-ad79-90cb8181e556,NA,NA,NA,NA,NA,10106329,"Schwarz, Colton",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02e3e030-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,88.50176,NA,NA,1.73354,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:33:20,2025-10-01T18:33:20Z,2025-10-01T18:33:20Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,31.76769,-73.00467,4.07984,6.26834,-0.08073,-14.0018,-0.82688,2.30698,-1.69182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-10-01,14:33:25,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,50.76,0.061979,-1.462426,1347.740404,243.901121,02:15:00,6.20055,0.67356,28.5127,-31.52238,2.74453,4.37591,3.60678,0.25759,48.99486,-9.856956,-0.093345,0.421317,-6.98288,4.91138,-1.23638,50,5.36936,2.85965,-76.38969,6.98551,-4.16918,8.49066,-29.24168,8c733c68-59cb-4924-ac49-0bf4f2628553,NA,NA,NA,NA,NA,10106329,"Schwarz, Colton",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05e5d590-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,89.46343,NA,NA,1.76514,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:33:25,2025-10-01T18:33:25Z,2025-10-01T18:33:25Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,31.99175,-74.36115,4.24533,6.20374,-7.4e-4,-14.62084,-0.67216,1.86357,-2.08459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-10-01,14:33:29,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,51.57381,-0.431997,-2.475005,1268.070519,235.928759,01:45:00,6.1408,0.74186,28.09603,-30.37183,3.94481,4.84823,3.37591,-0.19381,49.5224,-9.874202,-0.979849,0.421623,-7.76701,6.74351,-1.60552,50,5.55314,4.31327,-77.64292,5.79301,-4.75871,9.3872,-28.04242,a2e4c3f9-79b0-4f9e-b7df-e4e02668a16f,NA,NA,NA,NA,NA,10106329,"Schwarz, Colton",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0872e910-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,89.39853,NA,NA,2.05141,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:33:29,2025-10-01T18:33:29Z,2025-10-01T18:33:29Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.40763,-75.486,4.6936,6.14396,-0.65035,-14.02121,-0.74007,3.21985,-2.37935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-10-01,14:33:35,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,51.58065,0.100652,-1.826501,1270.420952,224.882836,01:30:00,6.30329,0.66413,27.77921,-30.14805,4.6628,4.02973,3.84599,0.00145,49.69368,-9.181652,-0.596357,0.424648,-6.25796,7.47016,-1.29766,50,5.58794,3.24589,-77.44785,6.29352,-3.85071,8.48591,-27.57743,35cbe128-3ca8-4af8-9652-72395240fde2,NA,NA,NA,NA,NA,10106329,"Schwarz, Colton",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0b8188a0-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,88.76169,NA,NA,1.88698,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:33:35,2025-10-01T18:33:35Z,2025-10-01T18:33:35Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.72446,-75.53127,4.2429500000000004,6.30599,0.06503,-13.78871,-0.66277,2.37619,-1.92535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-10-01,14:34:05,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,51.94183,-1.502108,-2.787285,1333.102719,229.71162,01:45:00,6.221,0.79472,28.02939,-29.64147,4.25595,4.28205,2.93542,-0.36066,50.15628,-10.656495,-1.469393,0.419039,-7.10174,7.15469,-1.74507,50,5.96957,4.68426,-78.07857,4.26392,-4.42015,9.07109,-27.72095,b933443c-919e-4792-9a52-811248b94cfe,NA,NA,NA,NA,NA,10106329,"Schwarz, Colton",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1d617df0-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,89.94969,NA,NA,1.78555,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:34:05,2025-10-01T18:34:05Z,2025-10-01T18:34:05Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.47596,-76.01539,4.53555,6.22236,-2.04111,-13.86048,-0.79398,3.67891,-2.21008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-10-01,14:34:10,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.74107,0.41821,-2.161262,1198.027203,244.515677,02:15:00,6.21516,0.79118,28.14291,-30.30832,2.03701,3.21788,3.91553,-0.10859,51.07093,-9.000037,-1.167815,0.409333,-5.32693,3.33138,-1.53261,50,5.33587,3.67736,-79.09933,7.2901,-3.44458,8.1382,-30.01988,05574838-9ae9-4ee9-897d-961890c837ac,NA,NA,NA,NA,NA,10106329,"Schwarz, Colton",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2045d930-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,92.0825,NA,NA,1.67014,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:34:10,2025-10-01T18:34:10Z,2025-10-01T18:34:10Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.36296,-77.26342,4.0691,6.21658,0.51787,-15.00994,-0.79068,2.90029,-1.72229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-10-01,14:34:39,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,53.48548,-1.700242,-3.846072,1308.399865,221.736032,01:30:00,5.99881,0.89501,27.8283,-27.78505,4.5624,3.56626,2.75333,-0.90946,51.73736,-10.216686,-2.758034,0.409347,-6.16079,7.54528,-2.13782,50,5.86724,6.12684,-80.12723,3.58285,-4.06576,8.88925,-27.1946,3652d594-9477-436b-b49f-deef53dec720,NA,NA,NA,NA,11.088323,10106329,"Schwarz, Colton",2129.633475,NA,83.20607,Right,-3.482503,NA,NA,NA,27.80838,27.80838,0.223834,12.104568,1.1755,2.73965,0.87598,NA,NA,NA,NA,NA,320463d0-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,92.07943,2.73965,NA,1.74811,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:34:39,2025-10-01T18:34:39Z,2025-10-01T18:34:39Z,GroundBall,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.67694,-78.18181,4.44463,6.0001,-2.36872,-13.5973,-0.89432,5.23704,-2.03288,23.069428,1.17622,119.49298,-14.6395,NA,NA,NA,NA,NA,NA,2.74104,-7.49541,-21.25029,NA,NA,NA,NA,NA,NA,0.87646,23.39831,-5.64763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Medium,High,NA,NA,NA,NA,NA,NA
10,2025-10-01,14:34:44,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,54.25313,-1.137225,-3.009604,1380.325874,238.202687,02:00:00,6.08878,0.809,27.6101,-27.83116,4.15705,5.71614,3.14375,-0.36975,52.0989,-9.651222,-1.274977,0.407067,-9.06378,6.76363,-1.82643,50,5.81245,5.44426,-81.54893,4.23941,-6.13849,10.14982,-27.59336,c428c05d-cccc-4b28-8fbc-07a6396b783f,NA,NA,NA,NA,0.281846,10106329,"Schwarz, Colton",1239.860363,NA,98.32296,Right,16.750979,109.73827,27.05681,-7.58037,267.47061,267.47061,2.764888,-10.633764,1.2551,3.21887,0.34785,NA,NA,NA,NA,NA,34c99e50-9ef5-11f0-ba78-370000ced80a,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251001-CondronBallpark-BP-1,92.59508,29.27888,NA,2.15423,NA,NA,NA,3590b8c8-fbbf-4a6f-a173-aae122e653c9,2025-10-01,18:34:44,2025-10-01T18:34:44Z,2025-10-01T18:34:44Z,LineDrive,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.8951,-79.39146,5.07491,6.09022,-1.62589,-13.79668,-0.80786,4.13945,-3.06925,113.066476,1.25515,138.08215,-24.55404,4.93662,-0.83229,0.04985,0.02502,-0.00829,8.3e-4,3.21883,41.56624,-17.8323,1.27164,-0.40241,0.22871,-0.09071,0.01966,-0.00173,0.34797,0.66972,-13.41189,3.99431,-0.5652,-0.19584,0.14171,-0.03483,0.0032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
