PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,Balls,Strikes,PitchCall,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,AutoPitchType,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2025-03-28,15:23:12,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,0,0,StrikeCalled,Fastball,NA,NA,95.03428,-3.141952,-0.343042,2062.773937,186.102601,12:15:00,6.80185,0.53318,6.14474,-12.97327,17.94403,1.80457,2.81443,0.36656,86.26607,-5.647825,-0.017538,0.400195,-1.02953,10.5113,-0.50794,50,6.55556,0.74469,-137.80685,-7.90759,-1.96418,32.88236,-12.12038,dd4b62c9-855b-4ab8-9698-9e4c52f95c74,NA,NA,NA,NA,NA,10126235,"Rester, Garrett",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7937f3a0-0c12-11f0-bb41-7d318f095dd7,1,1,WES_TEX1,1,Top,0,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,94.18508,NA,NA,8.76821,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:23:12,2025-03-28T20:23:12Z,2025-03-28T20:23:12Z,NA,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.35093,-138.84115,16.44118,6.7983,-7.52635,-6.06019,-0.53233,0.80648,-0.98209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-03-28,15:23:26,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,0,1,FoulBallNotFieldable,Fastball,NA,NA,94.71563,-2.217313,0.433186,1956.176261,182.778307,12:00:00,6.76115,0.44293,6.06723,-13.718,17.52485,0.79756,3.56497,0.91028,85.74306,-4.865029,0.576822,0.402297,-0.27661,10.02989,-0.47691,50,6.58195,-1.07428,-137.41184,-5.70095,-0.52328,33.4555,-13.19978,92594116-6c7d-405f-9fc4-641c0b1142a0,NA,NA,NA,NA,178.05573,10126235,"Rester, Garrett",1716.647079,NA,77.91601,Right,7.733651,NA,NA,NA,119.30405,54.13885,1.226891,-179.20361,1.33735,3.4485,-0.91759,NA,NA,NA,NA,NA,81f5ce40-0c12-11f0-bb41-7d318f095dd7,1,2,WES_TEX1,1,Top,0,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,93.69312,7.18008,NA,8.97257,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:23:26,2025-03-28T20:23:26Z,2025-03-28T20:23:26Z,GroundBall,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.42901,-138.48597,16.72775,6.75818,-5.27715,-6.59989,-0.44268,-1.05748,-0.26164,250.687819,1.33735,-113.17161,12.97063,-0.82438,-0.02197,0.33133,-0.37634,0.20649,-0.04563,3.4485,15.37821,-16.59035,1.63519,-0.28253,0.23199,-0.20438,0.10764,-0.02361,-0.91759,3.84175,-4.05147,0.40597,-0.02429,-0.07351,0.08953,-0.04962,0.01098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Low,NA,NA,NA,NA,NA,NA
3,2025-03-28,15:23:46,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,0,2,BallCalled,Curveball,NA,NA,82.41194,2.872345,0.605186,2868.319972,20.493424,06:45:00,6.6027,0.47627,6.00326,-50.00621,-8.72607,-3.77217,5.09921,0.72267,74.88964,-6.347337,-0.073409,0.462426,2.09,-4.76591,-0.52196,50,6.80246,-1.11027,-119.57677,4.28381,3.00238,24.74362,-39.02048,c2f12081-b7a7-488e-bd43-4e67866d86f9,NA,NA,NA,NA,NA,10126235,"Rester, Garrett",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8d90b120-0c12-11f0-bb41-7d318f095dd7,1,3,WES_TEX1,1,Top,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,81.51027,NA,NA,7.5223,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:23:46,2025-03-28T20:23:46Z,2025-03-28T20:23:46Z,NA,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.49489,-120.50329,12.37181,6.6147,5.74492,-19.51024,-0.47828,-1.2227,1.50119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-03-28,15:24:04,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,1,2,InPlay,ChangeUp,NA,NA,87.02321,-1.490492,-2.260984,1685.618719,228.479835,01:30:00,6.60839,0.81845,6.01236,-29.10801,7.86556,7.48548,2.80059,-0.65336,79.32387,-6.909552,-0.914236,0.43764,-4.55205,4.84587,-0.64519,50,6.47547,4.68681,-126.27784,-4.23224,-7.29668,27.46428,-24.40641,1f46bee2-5f31-4bde-b6ef-caed4c313125,NA,NA,NA,NA,14.695783,10126235,"Rester, Garrett",NA,NA,58.09641,Right,-30.126981,NA,NA,NA,7.28711,7.04138,0.067167,14.785184,2.22843,2.89012,0.5962,NA,NA,NA,NA,NA,98432fd0-0c12-11f0-bb41-7d318f095dd7,1,4,WES_TEX1,1,Top,0,Changeup,Undefined,GroundBall,Out,1,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,86.12659,2.89012,NA,7.69934,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:24:04,2025-03-28T20:24:04Z,2025-03-28T20:24:04Z,GroundBall,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.48607,-127.24978,13.73214,6.60996,-3.36851,-12.20321,-0.81562,4.94503,-3.64834,180,2.22372,71.72311,NA,NA,NA,NA,NA,NA,NA,2.89295,-43.02921,NA,NA,NA,NA,NA,NA,NA,0.59496,18.81056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
5,2025-03-28,15:24:36,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,0,0,BallCalled,ChangeUp,NA,NA,83.92213,-2.689743,-2.439922,2375.302396,248.934304,02:15:00,6.64318,1.24545,6.53096,-31.44604,7.72867,16.5258,1.55127,0.38306,76.46224,-8.580485,0.565912,0.450479,-9.42682,5.30276,-1.08255,50,6.44293,4.5837,-121.74222,-6.62614,-13.98501,26.46624,-24.3072,cdcea7f0-304d-4492-9cdd-d7bb1853a89b,NA,NA,NA,NA,NA,1000116157,"Blanchard, Ben",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,abb759b0-0c12-11f0-bb41-7d318f095dd7,2,1,WES_TEX1,1,Top,1,Changeup,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,83.67199,NA,NA,7.4599,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:24:36,2025-03-28T20:24:36Z,2025-03-28T20:24:36Z,NA,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,53.9671,-122.60161,13.23312,6.64527,-5.83685,-12.1536,-1.23876,5.03782,-6.9925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-03-28,15:24:52,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,1,0,StrikeCalled,Fastball,NA,NA,94.6757,-3.737144,0.10377,2087.104906,191.575735,12:30:00,6.81597,0.49116,6.31798,-13.4102,17.46733,3.36599,2.25151,0.86724,86.29587,-6.317192,0.712984,0.399938,-1.71476,10.47965,-0.50024,50,6.53576,-0.39266,-137.29986,-9.32065,-3.25773,31.74712,-12.26462,89de8bdc-192d-422f-9ecb-b2f17ad2a100,NA,NA,NA,NA,NA,1000116157,"Blanchard, Ben",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b541ac10-0c12-11f0-bb41-7d318f095dd7,2,2,WES_TEX1,1,Top,1,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,94.2457,NA,NA,8.37984,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:24:52,2025-03-28T20:24:52Z,2025-03-28T20:24:52Z,NA,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.1788,-138.26272,15.87356,6.81281,-8.94867,-6.13231,-0.48982,-0.29386,-1.62886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-03-28,15:25:07,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,1,1,BallCalled,Fastball,NA,NA,94.16253,-5.949884,-1.470728,2140.271892,196.653171,12:30:00,6.69866,0.40439,6.41488,-13.44792,17.6434,4.98048,0.08644,-0.53297,86.57746,-8.507427,-0.567862,0.40132,-3.03559,11.19564,-0.30165,50,6.26592,3.30077,-136.22884,-14.56513,-5.71552,29.38679,-11.09449,bc9644f7-e298-421d-8dd7-4b806cb9b220,NA,NA,NA,NA,NA,1000116157,"Blanchard, Ben",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdebfeb0-0c12-11f0-bb41-7d318f095dd7,2,3,WES_TEX1,1,Top,1,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,93.92113,NA,NA,7.58507,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:25:07,2025-03-28T20:25:07Z,2025-03-28T20:25:07Z,NA,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.08538,-137.10729,14.69339,6.69635,-14.23349,-5.54725,-0.40287,3.47162,-2.85776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-03-28,15:25:28,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,2,1,BallCalled,ChangeUp,NA,NA,85.51202,-2.684923,-3.369051,2318.85131,257.932436,02:30:00,6.40648,1.18345,6.23571,-33.3671,4.95788,16.78958,1.14301,-0.52886,77.68527,-8.887541,-0.334895,0.445566,-9.80083,3.82607,-0.94013,50,6.18955,6.64237,-123.86626,-6.86614,-15.01126,28.00989,-26.31393,37fd30f1-e0b7-447c-be25-2d9ee0b657ea,NA,NA,NA,NA,NA,1000116157,"Blanchard, Ben",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca839110-0c12-11f0-bb41-7d318f095dd7,2,4,WES_TEX1,1,Top,1,Changeup,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,84.59442,NA,NA,7.82675,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:25:28,2025-03-28T20:25:28Z,2025-03-28T20:25:28Z,NA,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.26257,-124.82644,14.00494,6.40946,-5.9641,-13.15697,-1.17665,7.15695,-7.50563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-03-28,15:27:03,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,3,1,StrikeCalled,Fastball,NA,NA,93.72123,-2.671441,-1.555427,2140.449825,196.695675,12:30:00,6.64562,1.02529,6.20479,-13.76855,17.78221,5.02292,3.02977,0.00784,85.46934,-5.320881,-0.648842,0.404274,-3.02599,10.26103,-0.91081,50,6.43765,3.47413,-135.99307,-6.71397,-5.65266,30.52087,-13.00614,685ef4aa-3c80-40e5-baff-0bd456fdc07f,NA,NA,NA,NA,NA,1000116157,"Blanchard, Ben",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,031f72f0-0c13-11f0-bb41-7d318f095dd7,2,5,WES_TEX1,1,Top,1,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,93.23478,NA,NA,8.25189,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:27:03,2025-03-28T20:27:03Z,2025-03-28T20:27:03Z,NA,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.29144,-136.95281,15.26043,6.64235,-6.30498,-6.50307,-1.02285,3.65188,-2.82633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-03-28,15:27:18,"Lopez, Daniel",10023089,Right,ODE_COL,Undefined,3,2,BallCalled,Fastball,NA,NA,94.96183,-3.376077,-1.49495,1946.081819,181.509456,12:00:00,6.73135,0.74733,6.29674,-13.24993,17.44288,0.43276,2.51178,-0.59438,86.57613,-5.9272,-1.41671,0.39874,-0.65693,10.34197,-0.63767,50,6.47632,3.57568,-137.72488,-8.47724,-1.25673,31.72321,-12.38895,dd3a6b71-a9f7-49d6-a669-0617adaa167f,NA,NA,NA,NA,NA,1000116157,"Blanchard, Ben",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0be16c40-0c13-11f0-bb41-7d318f095dd7,2,6,WES_TEX1,1,Top,1,Four-Seam,Walk,Undefined,Undefined,0,0,NA,ODE_COL,WES_TEX1,OdessaCollege,JUCO,NJCAA,20250328-OdessaCollege-2,94.52884,NA,NA,8.3857,NA,NA,NA,d32516bb-aa04-4e8b-8272-1db822d57370,2025-03-28,20:27:18,2025-03-28T20:27:18Z,2025-03-28T20:27:18Z,NA,v3,NA,NA,NA,"Rabe, Connor",1000372290,Right,ODE_COL,54.20006,-138.68894,15.8616,6.72822,-8.10075,-6.19448,-0.74691,3.61387,-0.62837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
