PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,Balls,Strikes,PitchCall,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,AutoPitchType,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2025-10-22,14:55:33,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,44.7906,1.655049,-2.432495,1140.97787,223.813554,01:30:00,6.28219,1.17528,28.35384,-40.83534,4.37807,3.23091,3.76815,0.13883,42.77686,-11.171918,-1.42866,0.483955,-5.52225,7.24335,-2.00239,50,4.77394,3.43103,-67.71295,9.51367,-2.53203,8.25118,-28.85286,a780fc73-ae22-4627-a564-719901950452,NA,NA,NA,NA,NA,813952,"Rowland, Blaine",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b4b91490-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,77.88417,NA,NA,2.01374,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:55:33,2025-10-22T18:55:33Z,2025-10-22T18:55:33Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.14841,-65.50153,4.12559,6.28746,1.78073,-14.42643,-1.17377,2.75242,-1.26601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-10-22,14:56:14,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,46.76594,-1.691976,-3.364224,1057.658616,217.692855,01:15:00,6.22601,0.93219,28.22039,-38.09297,3.32555,1.96823,2.13816,-0.71846,45.56317,-13.425245,-2.754141,0.4632,-3.82331,6.23843,-2.01846,50,5.82025,4.50005,-70.30375,5.30978,-1.92504,7.52188,-29.033,a251c9ba-7fd4-4970-875a-63a95bec19ef,NA,NA,NA,NA,NA,813952,"Rowland, Blaine",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cc8cef10-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,81.37399,NA,NA,1.20277,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:56:14,2025-10-22T18:56:14Z,2025-10-22T18:56:14Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.28414,-68.38205,3.76094,6.22929,-2.10763,-14.5165,-0.9316,4.00824,-0.96252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-10-22,14:56:17,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,48.3989,1.652925,-0.64275,1127.489535,242.117827,02:00:00,6.09317,1.06373,28.03133,-36.85522,2.41803,3.05721,3.91822,0.97007,46.26265,-9.816196,0.298375,0.451045,-4.61799,4.05374,-1.32293,50,4.73647,1.37174,-73.04615,9.24189,-2.48488,8.93351,-29.99279,1083ea21-b0d4-44e5-b4c5-95bc31c592d2,NA,NA,NA,NA,NA,813952,"Rowland, Blaine",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ce8eb280-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,83.56695,NA,NA,2.13626,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:56:17,2025-10-22T18:56:17Z,2025-10-22T18:56:17Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.4722,-70.87009,4.46676,6.09786,1.93615,-14.99639,-1.06252,0.76646,-1.24244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-10-22,14:56:21,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,49.08526,-0.202592,-2.551028,1114.095277,210.560294,01:00:00,6.08262,1.04678,28.4956,-33.38163,3.67894,1.7241,3.19253,-0.17263,47.0988,-10.705738,-2.012466,0.438155,-3.33,6.50591,-1.88771,50,5.30182,3.64059,-74.09975,6.70307,-1.84397,9.1894,-28.57143,d68d6903-7cff-4058-9e82-8a966f7ea8b8,NA,NA,NA,NA,NA,813952,"Rowland, Blaine",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d0f99800-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,86.02542,NA,NA,1.98646,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:56:21,2025-10-22T18:56:21Z,2025-10-22T18:56:21Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.00793,-71.83384,4.5947,6.08607,-0.34204,-14.28572,-1.04608,3.1859,-0.92199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-10-22,14:56:49,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,47.65741,0.416521,-1.987579,1081.414152,229.661438,01:45:00,6.10629,1.07431,27.56298,-38.0777,3.5315,3.19677,3.16249,0.2466,45.91635,-11.196486,-1.017699,0.464265,-5.16394,5.52276,-1.73174,50,5.15051,3.05587,-71.77757,7.50395,-2.69776,8.19928,-29.28882,674a75b3-243f-40ea-bc3d-99cbbdb3768c,NA,NA,NA,NA,-38.818211,813952,"Rowland, Blaine",1335.495712,NA,18.47054,Right,21.638919,NA,NA,NA,23.33904,20.90598,0.883194,-36.484492,2.20642,3.38786,-0.29316,NA,NA,NA,NA,NA,e1d786a0-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,81.18734,4.92848,NA,1.74106,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:56:49,2025-10-22T18:56:49Z,2025-10-22T18:56:49Z,GroundBall,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.94215,-69.80183,4.09964,6.10839,0.44636,-14.64441,-1.0737,2.4058,-1.34888,125.574531,2.20642,19.61989,-1.44366,0.54739,0.06172,-2.02553,5.19254,-4.7369,1.49348,3.38785,9.9901,-16.49889,1.14324,-1.0586,2.91037,-3.47737,1.6663,-0.26557,-0.29316,-15.78421,0.66963,-0.26218,-0.74959,3.23224,-4.86581,3.14236,-0.74257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,NA,NA,NA
6,2025-10-22,14:57:06,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,51.52243,-1.144303,-2.474986,1246.571845,213.396726,01:00:00,6.00587,1.13473,28.02625,-29.60927,5.04418,2.85807,2.91736,0.03021,49.41129,-10.322917,-1.595559,0.423686,-4.94508,8.31898,-1.95524,50,5.65371,3.93259,-77.68954,4.64668,-3.0153,9.94325,-27.10148,34a89d70-2483-4467-9882-810d54d6c585,NA,NA,NA,NA,-6.817912,813952,"Rowland, Blaine",3907.489818,NA,92.26807,Right,32.339934,108.09998,62.98367,-20.35551,311.77468,298.76493,4.741063,-18.220522,2.02857,3.25977,-0.09108,NA,NA,NA,NA,NA,ebce0850-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,88.96305,79.81465,NA,2.11114,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:57:06,2025-10-22T18:57:06Z,2025-10-22T18:57:06Z,FlyBall,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.47851,-75.41368,4.97162,6.00737,-1.55643,-13.55074,-1.13411,3.24244,-1.50765,147.645991,2.02796,113.54192,-24.64512,6.22445,-1.50892,0.35433,-0.06828,0.00831,-4.4e-4,3.26228,72.33482,-19.01468,0.74783,0.31744,-0.2084,0.05646,-0.00733,3.7e-4,-0.09101,-13.57611,-4.95442,1.83001,-0.5014,0.10529,-0.01591,0.00154,-7e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,NA,NA,NA
7,2025-10-22,14:57:10,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,51.23172,-1.340712,-3.801259,1331.285768,234.527201,01:45:00,5.89702,1.12628,28.09742,-31.757930000000002,3.45949,3.73709,2.52357,-0.62152,48.90178,-11.19561,-2.650081,0.42712,-6.76378,6.12878,-2.37723,50,5.55905,5.88623,-77.41682,4.76442,-4.04662,10.94476,-28.50733,a043acaf-a1cb-4238-b11a-b46635dcb663,NA,NA,NA,NA,27.860364,813952,"Rowland, Blaine",1546.562028,NA,99.93798,Right,11.843941,94.73038,13.6159,55.91128,192.8212,182.75233,1.630548,33.103307,2.41647,3.2063,0.57279,NA,NA,NA,NA,NA,ee46d080-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,88.24782,13.81429,NA,2.32994,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:57:10,2025-10-22T18:57:10Z,2025-10-22T18:57:10Z,LineDrive,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.4074,-74.88838,5.47238,5.89901,-1.82128,-14.25367,-1.12539,4.95138,-2.02331,NA,2.41648,126.82525,-23.28243,4.40489,-0.67718,-0.27196,0.31781,-0.12644,0.01883,3.20631,30.08369,-23.0827,2.83307,-0.55857,0.02245,0.06358,-0.0295,0.00456,0.57278,67.04108,-0.75514,-0.81345,-0.08784,0.50755,-0.43373,0.1674,-0.02503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Medium,High,NA,NA,NA,NA,NA,NA
8,2025-10-22,14:57:15,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.10109,-1.316203,-2.758118,1414.597439,237.852809,02:00:00,5.90071,1.07104,28.30842,-29.06525,4.82028,6.25595,2.77053,0.10944,49.08639,-10.46811,-0.814966,0.418966,-10.36721,8.32859,-2.0663299999999998,50,5.60866,5.08268,-79.23705,4.38117,-6.37726,13.18304,-27.05082,0903601d-6107-4715-b1cc-bfe76a5a1dee,NA,NA,NA,NA,-53.848684,813952,"Rowland, Blaine",4688.610474,NA,64.93151,Right,64.107766,NA,NA,NA,133.85041,56.86757,4.204784,-69.584803,2.81232,2.56786,-0.03047,NA,NA,NA,NA,NA,f0e08e30-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,89.96544,79.9203,NA,3.0147,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:57:15,2025-10-22T18:57:15Z,2025-10-22T18:57:15Z,Popup,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.19573,-76.21733,6.59152,5.90255,-1.81512,-13.52541,-1.06939,3.6219,-3.18863,140.485378,2.81518,24.44606,-8.4231,1.72166,0.50667,-0.55094,0.18775,-0.02937,0.00177,2.57339,85.521,-28.06327,2.08687,1.00712,-0.81353,0.24702,-0.03553,0.00198,-0.03376,-33.50944,-3.21033,2.69668,-0.88922,0.10334,0.03789,-0.01309,0.00111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Medium,Low,NA,NA,NA,NA,NA,NA
9,2025-10-22,14:57:21,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,50.85304,-1.351917,-2.117837,1240.843919,229.319114,01:45:00,6.11832,1.03132,28.18817,-31.99954,3.70819,3.27784,2.72192,0.16172,48.21944,-11.344919,-1.102342,0.430083,-5.62363,6.64355,-1.75653,50,5.77867,3.49907,-77.24262,4.76215,-3.30525,12.0577,-28.26937,da489866-7651-471a-9e6c-dba9133e3bee,NA,NA,NA,NA,-19.770586,813952,"Rowland, Blaine",1481.975758,NA,95.35137,Right,8.821139,NA,NA,NA,122.36144,122.36144,1.006327,-21.271629,1.81407,2.78956,-0.12214,NA,NA,NA,NA,NA,f4b7fc00-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,87.63988,7.16314,NA,2.6336,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:57:21,2025-10-22T18:57:21Z,2025-10-22T18:57:21Z,LineDrive,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.31611,-74.43097,6.02885,6.12056,-1.8298,-14.13468,-1.03047,2.72834,-1.65262,31.44014,1.93343,128.41224,-17.02278,NA,NA,NA,NA,NA,NA,2.94742,19.27348,-22.20049,NA,NA,NA,NA,NA,NA,-0.11378,-46.86735,2.84364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
10,2025-10-22,14:57:25,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.01902,-1.289981,-3.194414,1306.333614,239.656923,02:00:00,6.02159,1.02635,28.27611,-30.48966,3.5526,4.57866,2.78583,-0.31185,49.13503,-10.854794,-1.774538,0.419933,-7.97772,6.44118,-2.11793,50,5.69303,5.32944,-79.0208,4.67785,-4.89328,12.87712,-28.22323,ede583ab-de25-4c62-880c-b1e6cda3224c,NA,NA,NA,NA,-29.751471,813952,"Rowland, Blaine",NA,NA,76.59305,Right,-19.067642,NA,NA,NA,9.59518,1.92096,0.077049,-23.141323,1.69729,2.837,0.30209,NA,NA,NA,NA,NA,f7402d80-af78-11f0-9dba-2d858a8ce85b,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251022-CondronBallpark-BP-1,89.75814,2.837,NA,2.88399,NA,NA,NA,0afe07e5-5861-40b0-bd04-5daae318e972,2025-10-22,18:57:25,2025-10-22T18:57:25Z,2025-10-22T18:57:25Z,GroundBall,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,32.228,-76.06959,6.43856,6.02391,-1.79042,-14.11161,-1.02503,4.20799,-2.44664,NA,1.69348,92.48435,NA,NA,NA,NA,NA,NA,NA,2.83851,-36.82056,NA,NA,NA,NA,NA,NA,NA,0.30427,-52.86231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Estimated,Estimated,NA,NA,NA,NA,NA,NA
