PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,Balls,Strikes,PitchCall,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,AutoPitchType,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2025-10-28,15:19:24,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,54.5154,-2.658678,-4.335119,1300.722982,193.305371,12:30:00,5.96585,1.72591,30.05625,-21.75304,5.20772,1.11768,2.801,-0.38192,52.60491,-9.83472,-3.968571,0.373712,-3.02744,9.94693,-3.24438,50,6.12889,6.52922,-82.04742,2.39547,-2.07734,10.18304,-25.34873,b9091953-2b64-4c0d-94d1-b37e1a812912,NA,NA,NA,NA,7.401994,1000203812,"Seo, Minjae",NA,NA,91.58325,Right,9.678326,NA,NA,NA,NA,29.69655,NA,NA,1.77528,2.90991,0.3261,NA,NA,NA,NA,NA,03c2df80-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Four-Seam,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,100.85946,7.33331,NA,1.91049,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:24,2025-10-28T19:19:24Z,2025-10-28T19:19:24Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.44902,-79.58393,5.09152,5.96663,-3.73691,-12.67436,-1.72561,6.02666,-1.03867,143.253044,1.77612,131.25501,-12.49645,NA,NA,NA,NA,NA,NA,2.90968,22.59609,-9.5698,NA,NA,NA,NA,NA,NA,0.32681,17.01465,-7.85007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Medium,Undefined,NA,NA,NA,NA,NA,NA
2,2025-10-28,15:19:27,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,53.21006,-3.031755,-3.575259,1181.040665,198.887709,12:45:00,5.8894,1.77672,30.42512,-21.14072,6.36807,2.01205,2.60651,0.15337,51.4468,-10.09422,-2.905685,0.377492,-4.43233,12.2817,-3.09196,50,6.16874,5.57965,-80.13375,1.93919,-2.90622,9.54202,-24.12109,fd1a58af-1e37-423f-9d1f-77dc31d8710f,NA,NA,NA,NA,NA,1000203812,"Seo, Minjae",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05dc2290-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,99.84975,NA,NA,1.76326,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:27,2025-10-28T19:19:27Z,2025-10-28T19:19:27Z,NA,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.08026,-77.7256,4.77101,5.88997,-4.14833,-12.06055,-1.77636,4.8462,-1.45311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-10-28,15:19:31,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.91435,-2.497262,-2.198802,1193.644903,220.428447,01:15:00,5.98081,1.63484,30.26276,-25.07249,2.92736,2.09886,2.63325,0.70291,51.36852,-10.807739,-1.50196,0.380846,-4.1704,6.07784,-2.46499,50,5.95089,3.64487,-79.74219,3.67061,-2.71538,9.17852,-28.21673,53432115-3dfe-4aff-ae13-661e5bad59fa,NA,NA,NA,NA,-28.858396,1000203812,"Seo, Minjae",3926.60585,NA,86.23059,Right,16.726196,90.08619,24.14275,-63.12232,225.83286,221.86381,2.600293,-41.758413,1.05576,2.69925,-0.66478,NA,NA,NA,NA,NA,084421e0-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,98.97034,24.54669,NA,1.54583,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:31,2025-10-28T19:19:31Z,2025-10-28T19:19:31Z,LineDrive,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.24289,-77.43471,4.58926,5.98201,-3.42307,-14.10836,-1.63448,2.96222,-1.35769,119.371168,1.05576,106.07985,-25.81586,6.03166,-1.3214,0.25356,-0.04298,0.00534,-3.2e-4,2.69925,36.39761,-15.7245,0.35334,0.15205,-0.06669,0.01709,-0.00225,1.3e-4,-0.66478,-58.45765,-2.14976,2.09711,-0.78408,0.21403,-0.04404,0.0059,-3.8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,NA,NA,NA
4,2025-10-28,15:19:38,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.3319,-4.046694,-2.824517,1136.098706,199.119099,12:45:00,6.11656,1.30843,30.42884,-23.01966,5.43146,1.70866,2.16812,0.03675,50.82347,-11.687538,-2.254363,0.383903,-3.71217,10.92859,-2.35157,50,6.68307,4.36617,-78.78522,1.03749,-2.35285,9.2207,-25.24724,9ad5cccd-bf7d-4142-b66a-513bee8e7265,NA,NA,NA,NA,-21.665683,1000203812,"Seo, Minjae",1198.368812,NA,98.97682,Right,13.291639,99.29739,18.85129,-47.32852,240.65016,240.15112,2.234222,-30.589312,2.19881,2.47107,-0.10101,NA,NA,NA,NA,NA,0c414020-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,98.18228,19.31231,NA,1.50844,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:38,2025-10-28T19:19:38Z,2025-10-28T19:19:38Z,LineDrive,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.0766,-76.4179,4.61035,6.11735,-5.44448,-12.62362,-1.30814,3.76211,-1.17642,108.389068,2.19881,131.29641,-26.11942,5.68709,-1.21785,0.22372,-0.03768,0.00487,-3.2e-4,2.47107,33.37475,-17.64567,1.19014,-0.098,-0.00457,0.00568,-9.9e-4,6e-5,-0.10101,-52.15829,-4.91167,3.16657,-1.11027,0.30531,-0.0664,0.00988,-7.2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
5,2025-10-28,15:19:42,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.19487,-3.653684,-2.914799,1093.1511,201.155073,12:45:00,6.16511,1.41276,30.44833,-23.50316,5.01355,1.74953,2.37521,0.10021,50.71183,-11.467234,-2.330731,0.384345,-3.7965,10.10245,-2.48998,50,6.57467,4.49131,-78.57368,1.73646,-2.39703,9.02896,-25.79558,5480287d-4ab0-4390-988e-49364fff128a,NA,NA,NA,NA,-21.056927,1000203812,"Seo, Minjae",728.768074,NA,99.7577,Right,16.646398,100.92322,26.34382,-43.75479,288.27078,240.08871,2.829258,-28.578024,2.14036,2.68426,-0.19583,NA,NA,NA,NA,NA,0e6f43b0-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,98.06934,29.38,NA,1.48303,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:42,2025-10-28T19:19:42Z,2025-10-28T19:19:42Z,LineDrive,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.05711,-76.24759,4.51448,6.16599,-4.90912,-12.89779,-1.41245,3.87378,-1.19851,121.651149,2.14056,130.80831,-23.56405,4.7957,-0.83272,0.08645,-8.8e-4,-7.8e-4,5e-5,2.684,41.92641,-18.34906,2.1162,-0.79027,0.29651,-0.07581,0.01127,-7.2e-4,-0.19552,-50.38244,0.43722,-0.24429,0.42465,-0.24241,0.07168,-0.01103,7e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,NA,NA,NA
6,2025-10-28,15:19:45,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.33576,-2.962051,-3.386496,1134.679818,198.541824,12:30:00,6.18887,1.4324,30.78319,-20.33899,7.4943,2.3337,3.02669,-0.04818,50.35879,-9.866673,-2.599982,0.379711,-5.1,14.65847,-2.71759,50,6.45026,5.35178,-79.08097,1.9842,-3.22972,10.08176,-22.89112,9baf1865-7630-43c1-8538-8219f0204c88,NA,NA,NA,NA,-4.897083,1000203812,"Seo, Minjae",2323.964316,NA,96.83523,Right,26.274359,109.97982,51.99257,-2.07669,344.93575,339.70547,4.786941,6.424911,1.57731,3.21319,0.0323,NA,NA,NA,NA,NA,10c20d50-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,99.26602,71.65654,NA,1.97697,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:45,2025-10-28T19:19:45Z,2025-10-28T19:19:45Z,FlyBall,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,29.72165,-76.45206,5.04088,6.18941,-3.98488,-11.44556,-1.43187,4.50959,-1.61486,215.419657,1.57848,126.86703,-25.08781,5.6371,-1.10007,0.19112,-0.03239,0.00437,-2.7e-4,3.21434,62.83438,-14.63678,-0.58989,0.68573,-0.29213,0.07526,-0.01014,5.4e-4,0.03198,-10.86955,11.92063,-4.17364,1.13345,-0.24255,0.03958,-0.00422,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
7,2025-10-28,15:19:51,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,54.21481,-2.830799,-3.030212,1224.902058,220.748664,01:15:00,5.85608,1.73786,30.27027,-22.99588,3.79268,2.85744,2.5127100000000002,0.45035,52.38787,-10.467621,-2.082601,0.372517,-5.73705,7.66768,-2.88128,50,6.01734,5.13927,-81.7691,2.6552,-3.90588,10.22002,-26.95379,6a4b2892-44aa-4279-b350-b224035d073d,NA,NA,NA,NA,12.634268,1000203812,"Seo, Minjae",2166.900671,NA,99.83448,Right,2.949571,NA,NA,NA,68.88169,67.79098,0.492792,13.663413,1.94908,2.56543,-0.49205,NA,NA,NA,NA,NA,13ff8510-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,101.18316,3.08274,NA,1.82694,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:51,2025-10-28T19:19:51Z,2025-10-28T19:19:51Z,GroundBall,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.23533,-79.2603,5.11001,5.85702,-3.96139,-13.47689,-1.73739,4.18046,-1.95294,315.925141,1.96393,142.28545,-21.26009,NA,NA,NA,NA,NA,NA,2.58788,6.92111,-24.78817,NA,NA,NA,NA,NA,NA,-0.50262,32.27462,3.61894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
8,2025-10-28,15:19:55,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,53.25599,-2.595906,-2.539595,1176.221681,199.963756,12:45:00,5.9359,1.80297,30.47199,-23.26163,3.97646,1.28165,2.69866,0.64046,51.67365,-10.368212,-2.111479,0.37563,-2.87146,7.97658,-2.7341,50,5.9802,3.92749,-80.23131,3.22594,-1.89434,9.20419,-26.91177,8028a95d-4b50-41fa-a619-c7dcfd7dd75c,NA,NA,NA,NA,13.875351,1000203812,"Seo, Minjae",1213.640753,NA,89.06905,Right,13.649363,104.96587,13.44829,32.895,175.68364,175.68364,1.665559,19.981794,2.232,2.93881,-0.64931,NA,NA,NA,NA,NA,16383700-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,100.34471,14.1759,NA,1.58234,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:55,2025-10-28T19:19:55Z,2025-10-28T19:19:55Z,LineDrive,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.03364,-77.90709,4.60209,5.93679,-3.56975,-13.45589,-1.80274,3.44913,-0.94717,278.402106,2.232,123.24082,-19.67615,3.55378,-0.67723,0.09525,-0.01312,0.00137,-7e-5,2.93881,30.82703,-22.78147,2.55778,-0.4988,0.09242,-0.01477,0.00219,-2e-4,-0.64931,30.4425,7.14994,-3.32166,1.04076,-0.27236,0.06014,-0.01011,8.6e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
9,2025-10-28,15:19:59,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.97576,-2.174337,-3.9493,1253.909056,189.987076,12:15:00,5.92299,1.70526,30.1482,-23.88265,4.39551,0.68866,2.8313,-0.23544,51.26128,-10.071573,-3.72249,0.382734,-2.18146,8.46394,-3.08431,50,5.83546,5.69502,-79.75792,3.68737,-1.41774,9.39925,-26.67325,4439b23a-5e82-4324-9e2d-59c7a867e414,NA,NA,NA,NA,20.565763,1000203812,"Seo, Minjae",1720.368832,NA,108.77867,Right,11.438459,100.69045,11.69581,44.28788,182.26729,182.26729,1.376585,26.050243,2.21393,3.05372,0.15913,NA,NA,NA,NA,NA,188c6030-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,98.48205,12.23589,NA,1.71449,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:19:59,2025-10-28T19:19:59Z,2025-10-28T19:19:59Z,LineDrive,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.3573,-77.40848,4.69962,5.92388,-2.97989,-13.33662,-1.70507,5.34064,-0.70887,297.052108,2.21393,146.40731,-26.12601,4.66471,-0.8877,0.12188,-0.01268,5.1e-4,1.1e-4,3.05372,31.63957,-29.95093,5.21442,-1.28657,0.30773,-0.06642,0.01197,-0.00119,0.15913,54.93108,6.28633,-4.41119,1.55059,-0.47234,0.12048,-0.02376,0.00248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
10,2025-10-28,15:20:04,NA,NA,Undefined,FLA_GAT,Undefined,0,0,Undefined,Undefined,NA,NA,52.71104,-2.774224,-3.585689,1159.398466,207.556579,01:00:00,5.83878,1.70835,30.30813,-23.17352,4.94642,2.34642,2.51022,0.10028,51.2555,-10.460805,-2.807662,0.381662,-4.91276,9.59367,-3.03109,50,5.96005,5.62032,-79.17561,2.81838,-3.17189,8.48906,-25.97999,4ab6502b-b957-4d0e-82b3-f511346327ab,NA,NA,NA,NA,14.494582,1000203812,"Seo, Minjae",1609.182091,NA,99.38615,Right,5.724,NA,NA,NA,98.37164,97.7303,0.741431,16.457268,2.11368,2.83069,-0.10671,NA,NA,NA,NA,NA,1bba95b0-b433-11f0-9fc4-e5ee292b89c2,NA,NA,FLA_GAT,1,Bottom,0,Curveball,Undefined,Undefined,Undefined,0,0,NA,FLA_GAT,NA,CondronBallpark,NA,NA,20251028-CondronBallpark-BP-1,98.75878,4.81047,NA,1.45553,NA,NA,NA,ee90ce25-59dc-4bec-afa2-b5477a73193f,2025-10-28,19:20:04,2025-10-28T19:20:04Z,2025-10-28T19:20:04Z,GroundBall,v3,471297,NA,NA,NA,NA,Undefined,FLA_GAT,30.1975,-77.02317,4.24453,5.83953,-3.76898,-12.98999,-1.70799,4.81607,-1.58594,315.081431,2.17077,139.37695,-20.41061,NA,NA,NA,NA,NA,NA,2.90141,13.23538,-23.24615,NA,NA,NA,NA,NA,NA,-0.13272,36.78567,1.36521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA
