PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,Balls,Strikes,PitchCall,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,PAofInning,PitchofPA,BatterTeam,Inning,Top/Bottom,Outs,AutoPitchType,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,HomeTeam,AwayTeam,Stadium,Level,League,GameID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
1,2025-02-15,11:57:18,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,0,0,BallCalled,Fastball,NA,NA,87.15518,-1.961041,5.295848,1946.873535,118.586506,10:00:00,5.21138,-1.26432,6.20625,-25.4499,10.74863,-17.79666,1.27208,2.15459,80.57692,-6.702768,2.099252,0.433029,10.50134,6.38229,0.87435,50,5.0506,-11.00646,-126.26562,-5.12814,17.15939,22.78238,-21.74528,37ee2f66-609f-4f0d-9838-4add43ef3311,NA,NA,NA,NA,NA,1000406063,"Galindo, Jose",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4c89b580-ebc6-11ef-850c-59bea5279aed,1,1,LUN_COM,1,Top,0,Sinker,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,87.04372,NA,NA,6.57827,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:57:18,2025-02-15T17:57:18Z,2025-02-15T17:57:18Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.2941,-127.03805,11.39119,5.21198,-4.39087,-10.87264,1.25738,-11.58825,8.5797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-02-15,11:57:31,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,1,0,StrikeCalled,Fastball,NA,NA,87.11646,0.619826,2.703802,1899.755623,118.541379,10:00:00,5.21364,-1.26251,6.04329,-25.86604,10.34288,-17.15418,3.63265,-0.1869,80.4044,-4.204827,-0.380377,0.433091,9.48741,5.49563,1.06084,50,5.24788,-5.29145,-126.63821,0.54669,15.58844,23.00719,-23.14435,7e37613f-09bb-4eb9-966e-b9f5cce252ab,NA,NA,NA,NA,NA,1000406063,"Galindo, Jose",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5426b6d0-ebc6-11ef-850c-59bea5279aed,1,2,LUN_COM,1,Top,0,Sinker,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,87.03119,NA,NA,6.71206,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:57:31,2025-02-15T17:57:31Z,2025-02-15T17:57:31Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.45685,-127.44534,11.5036,5.21446,1.35863,-11.57218,1.25607,-5.83832,7.79422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-02-15,11:57:41,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,1,1,StrikeCalled,Fastball,NA,NA,86.617679999999993,0.389003,2.336893,1910.844308,120.226181,10:00:00,5.16929,-1.24827,6.16703,-25.46513,11.25721,-17.40544,3.40682,-0.53901,79.37453,-4.393049,-0.801282,0.436151,9.66245,6.05851,1.08001,50,5.18569,-4.45702,-125.88356,0.07769,15.54883,24.87552,-22.42469,6bb60f03-edd3-4e22-b1d2-df1c1b10f658,NA,NA,NA,NA,137.070226,1000406063,"Galindo, Jose",4440.14309,NA,68.80253,Right,56.750603,NA,NA,NA,NA,22.8514,NA,NA,0.70368,3.42054,0.54116,NA,NA,NA,NA,NA,5a619010-ebc6-11ef-850c-59bea5279aed,1,3,LUN_COM,1,Top,0,Sinker,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,86.42069,33.79662,NA,7.24315,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:57:41,2025-02-15T17:57:41Z,2025-02-15T17:57:41Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.33273,-126.73685,12.43776,5.16983,0.84691,-11.21235,1.24204,-4.99038,7.77442,NA,0.70809,-40.65328,-0.74167,NA,NA,NA,NA,NA,NA,3.43278,83.99801,-27.1264,NA,NA,NA,NA,NA,NA,0.54092,37.69252,-2.11307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA,NA,NA,NA
4,2025-02-15,11:57:58,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,1,2,FoulBallNotFieldable,Fastball,NA,NA,87.00788,-1.812406,5.302443,1961.834322,123.215407,10:00:00,5.06882,-1.27753,6.20106,-23.57139,13.1056,-18.2134,1.4237899999999999,2.11327,79.60895,-6.243918,2.032082,0.435881,10.82528,7.63733,0.88658,50,4.92007,-10.95784,-125.92858,-4.70412,17.41795,25.09207,-19.88553,13e6e529-c216-4af1-9ee7-949c6d34554a,NA,NA,NA,NA,NA,1000406063,"Galindo, Jose",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64510ce0-ebc6-11ef-850c-59bea5279aed,1,4,LUN_COM,1,Top,0,Sinker,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,86.47411,NA,NA,7.39893,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:57:58,2025-02-15T17:57:58Z,2025-02-15T17:57:58Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.29746,-126.78199,12.54603,5.06856,-4.0278,-9.94277,1.26934,-11.55024,8.70898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-02-15,11:58:12,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,1,2,BallCalled,Fastball,NA,NA,86.82745,0.567891,2.331493,1914.090002,110.347934,09:45:00,5.10959,-1.40989,6.16453,-27.4499,8.63898,-20.72789,3.34712,-0.98239,80.57761,-4.541066,-1.406257,0.432373,11.28808,4.64465,1.24356,50,5.13842,-4.33962,-126.35958,0.38498,18.54822,21.8119,-24.54209,8a187de4-5b5a-424a-99e2-5faa54a3e30e,NA,NA,NA,NA,NA,1000406063,"Galindo, Jose",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6ccc1220-ebc6-11ef-850c-59bea5279aed,1,5,LUN_COM,1,Top,0,Changeup,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,87.17584,NA,NA,6.24984,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:58:12,2025-02-15T17:58:12Z,2025-02-15T17:58:12Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.33724,-127.10606,10.90595,5.11087,1.2249,-12.27104,1.40294,-4.9744,9.27411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-02-15,11:58:31,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,2,2,FoulBallNotFieldable,Fastball,NA,NA,86.99445,-0.256534,2.815451,1854.774725,117.369577,10:00:00,5.17095,-1.3827,6.22711,-26.2286,9.42339,-16.51493,2.74826,-0.15925,81.30551,-5.130329,-0.16481,0.429747,9.22658,5.22922,1.18054,50,5.1384,-5.60618,-126.64,-1.38598,15.33758,20.13762,-23.4814,05c5725c-d9ac-4225-a9af-300fa1913737,NA,NA,NA,NA,65.312503,1000406063,"Galindo, Jose",4611.962405,NA,72.51213,Right,43.546949,NA,NA,NA,NA,64.07964,NA,NA,0.41145,3.12197,0.14346,NA,NA,NA,NA,NA,78473800-ebc6-11ef-850c-59bea5279aed,1,6,LUN_COM,1,Top,0,Sinker,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,87.70835,55.53284,NA,5.68895,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:58:31,2025-02-15T17:58:31Z,2025-02-15T17:58:31Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.27517,-127.318,10.06881,5.17176,-0.59541,-11.7407,1.37798,-6.12258,7.66879,NA,0.41145,32.19568,-11.47529,2.50853,-0.55533,0.09388,-0.01818,0.00652,-0.00193,3.12197,73.27035,-16.97089,0.9322,-0.10149,0.01224,0.00326,-0.0014,3.3e-4,0.14346,70.03869,-2.79172,0.00874,0.10415,-0.03929,0.00919,-8e-5,-5.2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA,NA,NA,NA
7,2025-02-15,11:58:58,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,2,2,StrikeSwinging,Fastball,NA,NA,86.69039,0.39443,2.391481,1928.560159,118.204082,10:00:00,5.20865,-1.20051,6.13801,-25.05993,11.65741,-19.64619,3.48516,-0.62626,79.39962,-4.313452,-1.148715,0.436121,10.7604,6.26115,1.02781,50,5.22572,-4.47357,-125.96841,0.10073,17.33732,24.93069,-22.08598,6638c11b-25df-4641-98ee-9dc0b71dac50,NA,NA,NA,NA,NA,1000406063,"Galindo, Jose",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8810d070-ebc6-11ef-850c-59bea5279aed,1,7,LUN_COM,1,Top,0,Changeup,Strikeout,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,86.42653,NA,NA,7.29077,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:58:58,2025-02-15T17:58:58Z,2025-02-15T17:58:58Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.36112,-126.82859,12.46534,5.2091,0.86276,-11.04299,1.19248,-5.07176,8.66866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.11349,3.002467,1.875661,1.126807,-0.99179,3.29835,0.67794,0.42664,5.79404,-3.92096,76.80395,2.34425,-47.97651,0.45617,74.35228,-5.88435,5.85857,13.39742,-14.72456,-4.0699,-50.85674,10.69657,High,High,High,NA,NA,High,Medium,Medium,NA,NA,NA
8,2025-02-15,11:59:25,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,0,0,StrikeCalled,Fastball,NA,NA,87.60121,-0.875302,4.563965,1949.873101,119.8399,10:00:00,5.13158,-1.43989,6.24354,-24.16297,11.25792,-17.99162,2.30805,1.27924,81.44452,-5.382667,1.325443,0.428352,10.3693,6.34422,1.10828,50,5.05407,-9.45875,-127.20753,-2.69196,17.32294,21.31253,-21.5754,92f2f6bf-44df-4c3c-890a-5c5a0da9af9e,NA,NA,NA,NA,NA,1000406071,"Vigil, Sean",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981771e0-ebc6-11ef-850c-59bea5279aed,2,1,LUN_COM,1,Top,1,Sinker,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,87.99406,NA,NA,6.15668,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:59:25,2025-02-15T17:59:25Z,2025-02-15T17:59:25Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.25787,-127.91891,10.65626,5.1319,-1.97181,-10.7877,1.43365,-10.03697,8.66147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-02-15,11:59:35,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,0,1,StrikeCalled,Fastball,NA,NA,77.07302,1.964332,2.081777,2038.057446,140.019414,10:45:00,5.19798,-1.36791,6.17425,-42.42542,4.36402,-2.38465,3.47859,0.35684,70.23696,-5.938745,1.651987,0.492318,1.83067,2.18969,1.21156,50,5.32556,-3.97887,-111.83691,2.60161,2.30723,21.09095,-29.41433,30f16e1b-05cf-4cd8-a36f-c1e52d10f805,NA,NA,NA,NA,NA,1000406071,"Vigil, Sean",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9dfd7460-ebc6-11ef-850c-59bea5279aed,2,2,LUN_COM,1,Top,1,Curveball,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,76.56122,NA,NA,6.83606,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:59:35,2025-02-15T17:59:35Z,2025-02-15T17:59:35Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.32202,-112.64904,10.54548,5.20358,3.73424,-14.70716,1.36648,-4.06771,1.15362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-02-15,11:59:45,"Haston, Jack",1000273656,Left,ODE_COL,Undefined,0,2,FoulBallNotFieldable,Curveball,NA,NA,77.02114,1.92588,2.78647,1984.388681,19.5796,06:45:00,5.1221,-1.17155,5.90834,-46.50404,0.31024,-0.36756,3.03713,1.38622,71.10157,-6.62577,2.720604,0.492448,0.9039,0.10193,0.94798,50,5.25034,-5.42947,-111.8281,2.32814,1.1531,18.76646,-32.04403,51e01b91-f876-4573-99bf-3431c3d1c159,NA,NA,NA,NA,NA,1000406071,"Vigil, Sean",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a47110e0-ebc6-11ef-850c-59bea5279aed,2,3,LUN_COM,1,Top,1,Curveball,Undefined,Undefined,Undefined,0,0,NA,ODE_COL,LUN_COM,OdessaCollege,JUCO,NJCAA,20250215-OdessaCollege-1,76.54094,NA,NA,5.91957,NA,NA,NA,d498d70b-1416-4a20-9153-896489003266,2025-02-15,17:59:45,2025-02-15T17:59:45Z,2025-02-15T17:59:45Z,NA,v3,NA,NA,NA,"Carmona, Jose",10073779,Right,ODE_COL,54.59115,-112.59593,9.38323,5.12826,3.63922,-16.02201,1.17109,-5.47665,0.57655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.48208,NA,NA,1.089673,NA,NA,NA,0.24463,6.10688,-2.63959,76.92908,4.23739,-47.845,0.26588,75.55201,-4.80824,6.13557,13.20218,-13.76954,-2.72196,-51.14405,9.07578,High,High,High,NA,NA,High,Medium,Medium,NA,NA,NA
