PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-10-22,08:08:49,1,1,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Chavez, Matthew",1000119380,Right,CAL_LAN,Undefined,1,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,86.36172,-1.17088,3.108866,1851.21437,143.802368,10:45:00,5.22646,-1.80585,5.82228,-25.57131,11.69662,-7.77465,2.00522,0.43934,79.77687,-5.914294,1.717356,0.439379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77607,6.6041,1.55625,50,5.11535,-6.49949,-125.40238,-3.39899,7.68065,23.0093,-21.55368,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,04458360-af59-11f0-aec3-bbe62ebe8e16,85.78575,NA,NA,6.58486,NA,NA,NA,NA,NA,NA,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:08:49,2025-10-22T15:08:49Z,2025-10-22T15:08:49Z,NA,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,3d076756-465b-4d8c-9826-cbdec9183f17,54.67689,-126.2576,11.50465,5.2268,-2.59787,-10.77684,1.80313,-6.78497,3.84032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
2,2025-10-22,08:09:04,1,2,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Chavez, Matthew",1000119380,Right,CAL_LAN,Undefined,1,Top,0,0,1,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0,0,NA,80.10754,-0.219885,2.352442,1416.183435,99.872983,09:15:00,5.10524,-1.94168,5.78561,-39.85368,4.11461,-15.22477,1.57936,-1.02066,73.12872,-7.573754,-0.376735,0.477245,90.27827,14.533201,-8.264325,1063.378316,109.00507,21.24988,-14.76117,250.53377,245.65576,-7.969352,2.610288,8.51343,2.56599,1.75725,50,5.06308,-4.1984,-116.25916,-1.71916,11.57099,23.20993,-28.68652,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,0cd2b110-af59-11f0-aec3-bbe62ebe8e16,78.97928,22.35991,NA,6.97882,NA,NA,NA,1.89863,1.66175,1.00306,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:09:04,2025-10-22T15:09:04Z,2025-10-22T15:09:04Z,LineDrive,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,1ba50a68-feb0-43b3-aab2-54a0378c92d5,54.71311,-117.1963,11.60497,5.10911,-0.56089,-14.34326,1.9362,-4.6656,5.7855,176.21196,1.89864,126.8398,-20.08875,4.52806,-0.93053,0.18009,-0.03158,0.00414,-2.7e-4,1.66174,33.22711,-13.57426,0.11755,0.09254,-0.03479,0.00864,-0.00117,8e-5,1.00306,-18.42351,2.40462,-0.24802,-0.00551,0.00946,-0.00241,3.8e-4,-3e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA
3,2025-10-22,08:09:43,2,1,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Entrekin, Thomas",10139921,Left,CAL_LAN,Undefined,1,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,77.03929,0.805337,1.677373,1997.628005,316.395149,04:30:00,5.07065,-2.24358,5.21769,-50.90467,-2.85244,4.06579,1.58617,-0.3272,71.22624,-8.408677,2.398691,0.498917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59445,-1.2378,2.08553,50,5.10645,-3.43441,-111.87407,-0.17553,-2.02964,19.35038,-33.74968,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,24684a10-af59-11f0-aec3-bbe62ebe8e16,75.54854,NA,NA,5.81305,NA,NA,NA,NA,NA,NA,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:09:43,2025-10-22T15:09:43Z,2025-10-22T15:09:43Z,NA,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,e1568e1c-7698-4581-9de7-a13b1a7c8752,55.28225,-112.78401,9.67519,5.07739,1.41154,-16.87484,2.24479,-3.33897,-1.01482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
4,2025-10-22,08:10:07,2,2,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Entrekin, Thomas",10139921,Left,CAL_LAN,Undefined,1,Top,0,0,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,75.12917,2.141517,1.567476,2166.076558,294.114906,03:45:00,5.24077,-2.11389,5.0429,-52.96668,-2.11658,8.02764,2.84863,0.03401,69.37326,-7.432518,2.985191,0.513236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.57626,-1.15654,1.95769,50,5.40255,-3.2975,-109.02392,2.26018,-4.33073,18.06994,-33.57455,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,32840b70-af59-11f0-aec3-bbe62ebe8e16,73.44072,NA,NA,5.75592,NA,NA,NA,NA,NA,NA,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:10:07,2025-10-22T15:10:07Z,2025-10-22T15:10:07Z,NA,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,2772fb8e-6f5b-491e-826e-0019895345a9,55.45677,-109.92462,9.03497,5.24818,3.93371,-16.78728,2.11668,-3.08163,-2.16536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
5,2025-10-22,08:10:32,2,3,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Entrekin, Thomas",10139921,Left,CAL_LAN,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,1,0,NA,88.95529,-3.616976,3.05463,1807.056154,145.872002,10:45:00,5.23175,-1.82651,5.6572,-23.46403,12.02883,-7.4428,-0.10592,0.40458,82.32017,-7.936354,1.725744,0.428787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59575,7.35237,1.57277,50,4.90993,-6.57063,-128.92007,-8.96369,7.80429,24.53884,-19.68855,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,411969a0-af59-11f0-aec3-bbe62ebe8e16,87.90476,NA,NA,6.63512,NA,NA,NA,NA,NA,NA,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:10:32,2025-10-22T15:10:32Z,2025-10-22T15:10:32Z,NA,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,06fd0643-d3ec-4eb8-97a7-839f61e7a19b,54.84263,-129.83855,12.26942,5.23164,-8.22675,-9.84428,1.82417,-6.86275,3.90215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.94998,NA,NA,1.318335,NA,NA,NA,-0.79116,5.6161,-0.63626,127.27718,2.17289,-3.53419,-0.66031,108.87895,-9.08647,5.65704,14.45764,-13.01002,-0.66086,-3.8969,1.32307,High,High,High,NA,NA,High,High,High
6,2025-10-22,08:11:02,2,4,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Entrekin, Thomas",10139921,Left,CAL_LAN,Undefined,1,Top,1,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,81.36438,0.535638,1.101553,1324.175678,70.758269,08:15:00,5.07276,-1.89491,5.86687,-45.28128,-2.99949,-12.45241,1.79698,-1.90925,74.61272,-7.785357,-1.137841,0.468003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69807,-1.28787,1.813,50,5.08983,-1.79497,-118.22959,-0.39637,9.44952,23.23447,-33.99094,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,53778fa0-af59-11f0-aec3-bbe62ebe8e16,80.53896,NA,NA,6.75166,NA,NA,NA,NA,NA,NA,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:11:02,2025-10-22T15:11:02Z,2025-10-22T15:11:02Z,NA,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,0a2ba98d-9fec-4275-b8f5-121d877d5876,54.63256,-119.1365,11.61723,5.07941,0.93039,-16.99547,1.89026,-2.16382,4.72476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
7,2025-10-22,08:11:23,2,5,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Entrekin, Thomas",10139921,Left,CAL_LAN,Undefined,1,Top,1,2,2,Fastball,Changeup,InPlay,Undefined,LineDrive,Out,1,0,NA,87.06469,0.051133,2.563133,1655.806522,156.054768,11:15:00,5.20853,-1.572,5.68546,-28.6458,8.2317,-3.18225,2.86909,0.55342,80.24709,-5.238046,1.99488,0.437071,86.59928,2.648776,-0.49375,832.944324,NA,NA,NA,72.88713,55.47093,-1.513713,0.602567,2.28311,4.48866,1.35831,50,5.19477,-5.53001,-126.46285,-0.87187,3.72695,23.85629,-24.84673,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,5fa45240-af59-11f0-aec3-bbe62ebe8e16,86.23867,3.37761,NA,6.8176,NA,NA,NA,1.42054,2.91212,-0.53497,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:11:23,2025-10-22T15:11:23Z,2025-10-22T15:11:23Z,GroundBall,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,2d3e181e-42c3-4253-8eef-16a30bacb516,54.81359,-127.36766,11.92814,5.20996,0.07051,-12.42336,1.57073,-5.67137,1.86347,50.818914,1.43796,126.4824,-13.2386,NA,NA,NA,NA,NA,NA,2.92717,5.53433,-17.28584,NA,NA,NA,NA,NA,NA,-0.5305,-1.19377,-1.87215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA
8,2025-10-22,08:12:26,3,1,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Dykstra, Ryder",1000111224,Left,CAL_LAN,Undefined,1,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,75.41629,2.398535,-1.528132,1947.965076,334.658069,05:15:00,5.20362,-1.69302,4.83627,-56.48027,-5.70662,3.39634,2.7702,-2.85731,69.70259,-7.755313,-0.93006,0.51285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0624,-2.97449,1.84119,50,5.39223,2.78285,-109.42997,2.56736,-2.52099,17.85169,-35.80996,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,8514ac00-af59-11f0-aec3-bbe62ebe8e16,73.49601,NA,NA,5.7137,NA,NA,NA,NA,NA,NA,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:12:26,2025-10-22T15:12:26Z,2025-10-22T15:12:26Z,NA,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,c76a5716-37b5-47d5-9f27-aea11aa2859e,55.66429,-110.35013,8.9258400000000009,5.21233,4.41318,-17.90498,1.6944,2.9128,-1.2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
9,2025-10-22,08:12:42,3,2,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Dykstra, Ryder",1000111224,Left,CAL_LAN,Undefined,1,Top,2,1,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Single,0,0,NA,85.94343,-0.575255,2.435222,1701.872581,153.747707,11:00:00,5.18134,-1.70735,5.73939,-26.65013,11.14784,-4.95004,2.42436,0.14901,79.17488,-5.516955,1.550115,0.442492,99.63058,9.023273,-16.93285,1181.44956,103.47768,7.4042,-37.31353,160.57542,157.23255,-21.392418,1.281718,3.1711,6.16469,1.50782,50,5.11704,-5.10985,-124.83724,-2.13278,5.0392,23.48745,-22.37778,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,8ec10550-af59-11f0-aec3-bbe62ebe8e16,85.18215,8.6551,NA,6.76855,NA,NA,NA,1.29421,2.42319,-0.14122,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:12:42,2025-10-22T15:12:42Z,2025-10-22T15:12:42Z,LineDrive,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,0f682ab5-8fbe-41b0-9160-b4ed75a618b4,54.75962,-125.72955,11.74373,5.18192,-1.28262,-11.18889,1.70558,-5.30129,2.5196,72.228745,1.29421,138.05971,-19.56845,2.01657,-0.36573,0.0494,-0.00508,8.8e-4,-1e-4,2.42319,22.91755,-22.66859,3.21617,-0.65249,0.15718,-0.03073,0.00493,-5e-4,-0.14122,-42.03222,-4.43637,1.67111,-0.387,0.0947,-0.01927,0.00322,-3.3e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA
10,2025-10-22,08:13:23,4,1,"Chavez, Nathan",1000111940,Left,CAL_LAN,"Ross, Connor",1000306198,Right,CAL_LAN,Undefined,1,Top,2,0,0,ChangeUp,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,NA,80.37703,-1.18072,3.010751,1291.067835,75.854189,08:30:00,5.07109,-2.08425,5.95162,-45.53652,-2.55378,-15.18772,0.17969,-0.55509,74.47131,-9.509307,0.277363,0.471866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6993,-0.70433,1.8536300000000001,50,4.95105,-5.59272,-116.7645,-3.85951,12.05709,21.18021,-33.15023,CAL_LAN,CAL_LAN,705-CalBaptistBaseballField,TeamExclusive,Team,20251022-705-CalBaptistBaseballField-Private-1,a7155a70-af59-11f0-aec3-bbe62ebe8e16,79.87957,NA,NA,5.90571,NA,NA,NA,NA,NA,NA,a86c90ab-f637-447d-8583-2f3a81fc6b7c,2025-10-22,15:13:23,2025-10-22T15:13:23Z,2025-10-22T15:13:23Z,NA,v3,471762,471762,NA,"Chavez, Matthew",1000119380,Right,CAL_LAN,618aa09a-1318-4f7d-890b-1ff552fd4d3d,54.55016,-117.58696,10.5901,5.07593,-2.57222,-16.57512,2.0799,-6.06092,6.02854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA
