PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-01-19,11:46:02,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ec39457-d469-4bae-8b03-0e32be6c6f6c,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,36.46255615,10308411,"Mediavilla, Zachary",2334.515138,FlyBall,63.41924,Right,43.06948409,NA,NA,NA,165.49021,28.37942,4.262832305,39.86815348,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-01-19,11:46:07,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a768126a-d43b-44d6-9113-b8c7b18c7b23,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,3.257575013,10308411,"Mediavilla, Zachary",1480.117468,LineDrive,81.6509,Right,10.68122903,NA,NA,NA,188.60858,52.03163,1.948500423,8.974919878,3.06138,2.79376,-0.24278,NA,NA,NA,NA,NA
3,2025-01-19,11:46:12,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88752cf9-08c9-4e0f-b305-4a64b676717b,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,-23.77452637,10308411,"Mediavilla, Zachary",2044.230818,GroundBall,82.79717,Right,2.846831319,NA,NA,NA,73.97243,52.0519,0.6227443036,-23.36013622,3.13796,2.75861,-0.27521,NA,NA,NA,NA,NA
4,2025-01-19,11:46:17,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49088a40-a5aa-47a4-9761-975fce4a0661,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,2.059778699,10308411,"Mediavilla, Zachary",957.0928188,LineDrive,78.26858,Right,17.36557879,NA,NA,NA,229.88894,50.73975,2.593253973,3.200058034,3.56676,2.85778,-0.24314,NA,NA,NA,NA,NA
5,2025-01-19,11:46:23,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8d38ad4e-f13d-4aeb-846b-56a42e5dcd6a,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,-9.888759759,10308411,"Mediavilla, Zachary",1553.638725,GroundBall,87.21614,Right,2.638925661,NA,NA,NA,55.27595,52.05638,0.4285369884,-10.66412882,3.81949,2.29967,-0.02201,NA,NA,NA,NA,NA
6,2025-01-19,11:46:46,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4b76243a-0235-42a3-9153-0b912ba724de,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,-24.43995796,10162691,"Sutton, Logan",1693.19636,LineDrive,97.88415,Right,24.96113737,NA,NA,NA,217.01584,49.10769,2.13696275,-18.10225218,3.41859,2.52632,-0.1911,NA,NA,NA,NA,NA
7,2025-01-19,11:46:53,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab125524-2325-4b94-b48d-044eb45816ab,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,47.3661579,10162691,"Sutton, Logan",5336.876851,FlyBall,65.34407,Right,50.01193741,NA,NA,NA,172.28548,31.77044,4.394801143,59.28945157,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-01-19,11:47:04,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2909d63-a20b-4602-aef9-f69e8c2cf523,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,-12.5369897,10162691,"Sutton, Logan",737.669178,LineDrive,101.37299,Right,16.95100686,NA,NA,NA,304.61615,52.86794,2.993580245,-22.72291626,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-01-19,11:47:33,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1464b930-3dd2-4fb7-a2ab-4998f1332f89,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,-3.031340168,10311770,"Smith, Cael",1250.32887,LineDrive,79.86293,Right,17.55768053,NA,NA,NA,213.62817,51.74014,2.281404337,-3.288812349,3.62195,2.48133,-0.17019,NA,NA,NA,NA,NA
10,2025-01-19,11:47:38,NA,NA,NA,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0085c830-6439-45fc-8a63-30ecc8313658,073bbe9b-a64a-4f01-b251-006be2e2d3ba,NA,Hitting,23360087,20.53977968,10311770,"Smith, Cael",3323.400425,LineDrive,76.48864,Right,17.8855051,NA,NA,NA,187.98568,49.6754,2.296264433,30.36622214,NA,NA,NA,NA,NA,NA,NA,NA
