PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-01-31,13:12:16,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Fastball,Live,NA,86.78683,-2.108812712,3.126663587,2307.721574,139.7661059,10:45:00,5.53336,-1.64669,5.25169,-25.0539,12.50352,-10.59608,1.46043,0.41077,80.38955,-6.713751156,1.170106283,0.4410819582,6.32278,7.07972,1.36788,50,5.32142,-6.51056,-126.07718,-5.5393,10.30827,22.53558,-20.6317,c84df3dc-d1d4-4579-8090-41185b05ba42,ae697af0-eae6-41a1-97e2-b9cdb6607dec,85.4545,LiveBpPitching,23360087,NA,1000121572,"Sailors, Nolan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2025-01-31,13:12:48,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Fastball,Live,NA,88.13476,-1.091869844,2.010829394,2421.300014,137.93852,10:30:00,5.44132,-1.95314,5.25879,-24.59547,11.46276,-10.36879,2.36525,-0.92747,82.15123,-5.606715291,0.1010792271,0.4321889208,5.88085,6.25291,1.77683,50,5.32321,-4.12765,-128.28989,-3.3399200000000002,10.00327,21.40124,-21.53791,7c920697-411f-4400-85b2-a0a568e4d925,ae697af0-eae6-41a1-97e2-b9cdb6607dec,87.21288,LiveBpPitching,23360087,NA,1000121572,"Sailors, Nolan",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2025-01-31,13:13:12,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,ChangeUp,Live,NA,78.43714,-0.03009383923,3.986158711,1732.943225,119.5771509,10:00:00,5.20998,-1.93307,5.35461,-36.62545,8.82123,-15.64622,2.12957,0.50703,73.27309,-6.753010165,1.106524805,0.4852018623,9.09318,4.64804,1.58581,50,5.18105,-7.44694,-114.01551,-1.22606,12.23449,16.61388,-25.9203,0954edd1-6d59-4e23-9778-55719b0ca9dc,ae697af0-eae6-41a1-97e2-b9cdb6607dec,77.68404,LiveBpPitching,23360087,NA,1000267958,"Scherrman, Matt",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-01-31,13:13:28,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Fastball,Live,NA,89.33472,1.920515912,1.105375474,2443.078013,133.8194518,10:30:00,5.52546,-1.83633,5.05162,-22.45204,13.40444,-14.00387,5.46654,-1.96081,81.77654,-2.228813738,-1.484030641,0.4309781408,7.60989,6.50259,1.74219,50,5.69057,-1.98046,-129.84835,3.51324,13.06345,25.79779,-21.01144,b5f7eb21-6ef4-410e-9880-4c758b4e1396,ae697af0-eae6-41a1-97e2-b9cdb6607dec,87.45789,LiveBpPitching,23360087,NA,1000267958,"Scherrman, Matt",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-01-31,13:13:46,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Slider,Live,NA,76.8974,-0.4036129421,2.232669045,2299.691096,320.2054866,04:45:00,5.40551,-1.76027,4.59271,-53.13431,-4.33181,3.57633,0.59351,0.66214,72.12671,-9.987329966,2.884148151,0.5027967359,-1.31297,-2.12765,1.52675,50,5.31538,-4.48242,-111.7897,-2.63131,-1.68754,17.19107,-34.90869,651239c8-b4f0-4342-a4e6-3ae028795e1c,ae697af0-eae6-41a1-97e2-b9cdb6607dec,74.96556,LiveBpPitching,23360087,NA,1000267958,"Scherrman, Matt",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-01-31,13:14:18,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Cutter,Live,NA,83.71648,-1.831727048,2.225611702,2374.355734,173.5462448,11:45:00,5.58278,-1.46708,4.77055,-34.62719,6.10157,-0.69411,0.95896,0.58583,78.46226,-8.096844889,2.099047549,0.4593270304,0.84214,3.54373,1.24506,50,5.36939,-4.7053,-121.73306,-5.17846,1.29073,19.1029,-26.74268,fcaeadb1-747a-434e-a0ff-c64b050aa1a0,ae697af0-eae6-41a1-97e2-b9cdb6607dec,82.06014,LiveBpPitching,23360087,NA,1000267958,"Scherrman, Matt",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-01-31,13:14:33,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Cutter,Live,NA,82.88859,-1.21705075,2.558681192,2421.650029,140.2249346,10:45:00,5.41066,-1.46945,4.88146,-37.66722,3.50526,-2.94642,1.1191,0.70708,78.06701,-8.034432379,2.021834946,0.4618222988,2.04196,2.05851,1.22092,50,5.2594900000000004,-5.28262,-120.60523,-3.9311,3.08794,17.5771,-29.06108,368e1c8a-a7e9-49fd-a3b4-ee3ef81c124d,ae697af0-eae6-41a1-97e2-b9cdb6607dec,81.61676,LiveBpPitching,23360087,NA,1000123427,"MacLean, William",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2025-01-31,13:14:47,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Fastball,Live,NA,87.90824,NA,NA,2240.947898,NA,NA,5.51418,-1.50506,5.33376,NA,NA,NA,2.96583,-1.34531,80.40371,NA,NA,0.4361004109,-1.35704,11.33785,1.50825,50,5.38557,0.03385,-127.85588,-3.4656,-2.25038,25.91653,-13.37254,b9604fb4-dfec-48e9-9c38-4ebe96d9f9a3,ae697af0-eae6-41a1-97e2-b9cdb6607dec,86.43064,LiveBpPitching,23360087,NA,1000123427,"MacLean, William",NA,NA,NA,Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-01-31,13:16:01,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Fastball,Live,NA,86.90588,-1.65083455,2.856756452,2313.070139,143.8984915,10:45:00,5.56375,-1.60273,5.21685,-24.81185,12.38864,-9.05509,1.94174,0.33062,81.05432,-6.195629163,1.191901792,0.4389809778,5.36835,6.85036,1.34595,50,5.39272,-5.98073,-126.388,-4.54085,8.865,20.70923,-20.86174,9eb211a5-89f2-46d7-b8d5-2fca3981828f,ae697af0-eae6-41a1-97e2-b9cdb6607dec,85.86349,LiveBpPitching,23360087,27.76558442,1000123427,"MacLean, William",NA,Popup,64.93767,Left,56.30835464,NA,NA,NA,181.04301,24.48494,4.0790957390000004,29.96904046,-0.85752,3.07712,-0.79989,NA,NA,NA,NA,NA
10,2025-01-31,13:16:33,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,ChangeUp,Live,NA,79.29775,0.8648604101,2.386905799,1741.687669,110.8518104,09:45:00,5.11896,-1.71097,5.31277,-38.15066,6.23297,-16.50066,2.75213,-0.84473,74.12518,-6.139748539,-0.6520070802,0.4794935828,9.17833,3.08919,1.50679,50,5.16959,-4.27599,-115.43232,0.50565,12.66587,16.89883,-27.91104,15f9ec01-8078-4e32-bb9e-9d4197562df7,ae697af0-eae6-41a1-97e2-b9cdb6607dec,78.60885,LiveBpPitching,23360087,NA,1000115973,"Zukowski, Cuyler",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,2025-01-31,13:16:55,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,ChangeUp,Live,NA,76.0812,0.8434268135,1.747936808,1711.094151,101.191364,09:15:00,5.09317,-1.86439,5.12251,-45.2773,3.86454,-19.79196,2.11481,-1.86706,70.43849,-7.479945172,-1.909918482,0.5045417617,10.80539,1.80988,1.71551,50,5.13763,-2.74934,-110.64405,0.19492,13.51146,18.13125,-29.91091,c552907d-1227-4686-be38-75ca3584038d,ae697af0-eae6-41a1-97e2-b9cdb6607dec,74.70628,LiveBpPitching,23360087,NA,1000115973,"Zukowski, Cuyler",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2025-01-31,13:17:13,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Slider,Live,NA,74.75146,1.22497072,1.591048779,2267.508032,307.3132812,04:15:00,5.45018,-1.59977,4.96806,-53.77967,-3.20138,4.14893,2.12611,0.24905,70.29795,-8.551845114,2.349943967,0.5118626616,-1.81213,-1.9235,1.44276,50,5.5246,-3.15591,-108.80635,0.59465,-2.22158,15.03638,-34.53217,74c327d0-ebfe-45b7-9060-e401ad810dd6,ae697af0-eae6-41a1-97e2-b9cdb6607dec,73.6378,LiveBpPitching,23360087,NA,1000115973,"Zukowski, Cuyler",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,2025-01-31,13:18:07,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Slider,Live,NA,75.71905,0.9557432592,1.694546982,1136.152375,353.8915523,05:45:00,5.32628,-1.9422,4.71363,-53.81971,-4.02002,0.42592,1.7487,-0.29827,71.16218,-8.784798188,1.772148447,0.5079075987,0.14693,-2.27394,1.77068,50,5.37525,-3.27389,-110.17744,0.01982,0.18457,15.54043,-35.03062,0a475c54-42f5-48dd-917c-18be0777949b,ae697af0-eae6-41a1-97e2-b9cdb6607dec,74.21121,LiveBpPitching,23360087,NA,822340,"McHugh, Nate",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,2025-01-31,13:18:23,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,Fastball,Live,NA,87.22131,-1.883117675,3.13644927,2306.554273,137.4426108,10:30:00,5.48327,-1.55022,5.40516,-25.90521,10.97157,-10.09507,1.55704,0.54981,80.99214,-6.653111653,1.269557485,0.4370668658,6.06681,6.23576,1.27817,50,5.29744,-6.59413,-126.7748,-5.07932,10.02435,22.20345,-21.87052,757966da-ed4d-4253-b65e-f2014a3aa6ce,ae697af0-eae6-41a1-97e2-b9cdb6607dec,86.23953,LiveBpPitching,23360087,NA,822340,"McHugh, Nate",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2025-01-31,13:18:39,"Nissen, Eli",1000267990,Left,CRE_BLU,NA,ChangeUp,Live,NA,81.77861,-0.5102452077,3.616328263,1769.135227,105.4110925,09:30:00,5.20038,-1.95125,5.09809,-36.32747,5.99902,-21.88903,1.69137,-0.3635,76.19494,-7.155231164,-0.4048156621,0.4682497216,12.23986,3.24594,1.62698,50,5.12388,-6.75773,-118.84541,-2.31087,17.82902,18.83367,-27.44589,68b04235-c807-43c5-b9de-a0f552c8f1cd,ae697af0-eae6-41a1-97e2-b9cdb6607dec,80.49645,LiveBpPitching,23360087,NA,822340,"McHugh, Nate",NA,NA,NA,Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
