PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-09-17,15:30:46,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Fastball,Live,NA,90.94929,-0.979837782,-3.12963576,2196.277645,223.9849285,01:30:00,5.29968,1.21998,4.71884,-17.9576,17.46863,16.89641,2.87204,-0.3444,82.48039,-4.291712953,-0.01048741571,0.42838462,-9.6648,9.33423,-0.91855,50,5.18517,6.5425,-131.89689,-2.97045,-16.94607,29.27702,-15.80759,1ddf4094-d811-4cb9-8088-8f351d7653c0,2a65102f-4ba7-43bf-aa75-7622eb62b541,87.98738,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.2560185,25.23264511,1986.718302,0.9045843116,01:00:00
2,2025-09-17,15:31:32,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Sinker,Live,NA,90.62789,-1.526821053,-2.268643616,1929.280549,231.5652191,01:45:00,5.28583,1.29728,4.29022,-22.56704,13.49076,17.02246,1.94366,0.54518,82.7642,-5.637641341,0.8439900932,0.4321863062,-9.30118,7.29669,-1.06809,50,5.09799,4.49442,-131.46651,-4.45315,-16.28733,27.72486,-19.3968,e9e57fa3-381f-4002-850c-49b20059acc6,2a65102f-4ba7-43bf-aa75-7622eb62b541,87.2134,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4320838,1727.59865,0.8954626384,NA
3,2025-09-17,15:31:55,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,ChangeUp,Live,NA,82.5484,-1.9298015,-2.288403223,1671.766052,236.6769003,02:00:00,5.33251,1.49642,4.22327,-31.40029,12.20795,18.59006,0.86593,0.85336,75.64136,-7.623797614,1.107615919,0.4752867181,-10.0871,6.74303,-1.26431,50,5.08938,4.06801,-119.70206,-5.24494,-14.63774,23.07311,-22.38901,22cd2fa2-06dc-43cf-8fa4-a4f602ef4716,2a65102f-4ba7-43bf-aa75-7622eb62b541,79.30463,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2025-09-17,15:32:27,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Cutter,Live,NA,85.05542,-1.947375445,-3.279719752,NA,NA,NA,5.21955,1.34096,4.12442,-36.30088,4.8966,-1.86626,0.32279,-1.96388,78.37129,-8.485304459,-3.618502062,0.4619624779,0.05933,3.00552,-0.97376,50,4.96492,7.13749,-123.24473,-5.65635,0.09151,23.83741,-27.53812,79f63d2a-27ec-4817-827a-b572b4567a2c,2a65102f-4ba7-43bf-aa75-7622eb62b541,81.59199,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2025-09-17,15:32:48,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Cutter,Live,NA,85.01381,-0.5239331141,-1.9144913,1253.301251,156.0169541,11:15:00,5.15085,1.38403,4.15202,-33.5657,7.11083,-3.18059,1.85111,-0.71715,78.8091,-6.575832391,-2.49040843,0.459032422,1.14707,3.71973,-1.16859,50,5.05803,4.2572,-123.50921,-2.48829,1.79526,21.55467,-26.35235,3ff0085d-2c59-48a4-9e3e-190b550c99e5,2a65102f-4ba7-43bf-aa75-7622eb62b541,82.1128,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2025-09-17,15:33:17,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Sweeper,Live,NA,82.13354,-2.633282437,-2.62547113,2829.695627,NA,NA,5.08508,1.37277,4.23714,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66162,-5.75819,-1.07114,50,4.73987,6.00294,-118.83116,-7.64419,9.36725,26.29652,-40.27093,e09b13c4-5c52-46ee-aab3-c0609575e1d4,2a65102f-4ba7-43bf-aa75-7622eb62b541,NA,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2025-09-17,15:33:37,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Sweeper,Live,NA,82.26831,-0.7995225566,-2.0337076610000002,2912.563183,69.47872108,08:15:00,5.04559,1.46609,4.15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64142,-3.2436,-1.22251,50,4.90509,4.92715,-119.16075,-3.62808,12.20472,26.68155,-36.75516,17eb499c-bd7a-4747-bf7e-c8afed504de1,2a65102f-4ba7-43bf-aa75-7622eb62b541,NA,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.18218668,67.4580007,1116.561845,0.3833605572,07:00:00
8,2025-09-17,15:34:05,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Sweeper,Live,NA,82.5066,NA,NA,2885.955229,NA,NA,5.09411,1.15679,4.53434,NA,NA,NA,0.557,-1.47095,73.91399,NA,NA,0.4788755199,2.56068,1.22744,-0.92273,50,4.94825,4.80537,-119.4517,-3.6945,3.59282,29.20771,-30.45187,e6b96e1e-976c-4590-a9ce-97ae90491dab,2a65102f-4ba7-43bf-aa75-7622eb62b541,78.71031,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2025-09-17,15:34:38,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Sweeper,Live,NA,81.30588,-0.07043359612,0.3100554619,2813.409018,57.10798284,08:00:00,5.02437,1.38496,4.57752,-58.40198,-13.41539,-20.68586,0.09054,-0.04391,74.10036,-10.76227698,-3.525301501,0.4827396025,10.80349,-6.91635,-1.39856,50,4.96503,0.10046,-117.93512,-2.23046,14.9365,26.26659,-41.73634,8858ce2f-2068-410e-b055-51a78b3f95f0,2a65102f-4ba7-43bf-aa75-7622eb62b541,78.08027,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2025-09-17,15:35:15,"Pineau, Jack",1000124146,Right,CRE_BLU,NA,Sweeper,Live,NA,81.74089,0.1242695459,-0.3903492039,2853.052852,74.0707821,08:30:00,5.1029,1.50867,4.36712,-50.16696,-5.48075,-19.07395,1.04099,-0.4536,74.43225,-9.035889179,-3.903907775,0.4811252684,9.65905,-2.85073,-1.44873,50,5.06843,1.51407,-118.56633,-1.60045,13.55876,25.60906,-36.17573,0abf17b8-c9c6-4f07-8644-41adde8a7826,2a65102f-4ba7-43bf-aa75-7622eb62b541,78.34226,Pitching,23360087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
